sentiment_burnout,sleep_deficit,overwork_score,break_deficit,mood_burnout,keyword_stress,deadline,cognitive_load,emotional_intensity,energy_level,social_interaction,physical_exercise,caffeine_intake,study_continuity,previous_mood_delta,risk_level_label,risk_score_target
0.3154098,0.07216062,0.21510607,0.18211187,0.49252868,0.6106183,1.0,0.16894408,0.07900775,0.57835937,0.8169714,0.7223017,0.22259083,0.16837293,0.08784674,Low,0
0.16636546,0.24209893,0.24369672,0.2027282,0.0003465522,0.21326128,0.0,0.22859474,0.22209303,0.875787,0.77684927,0.9009259,0.12675758,0.16206029,0.5486443,Low,0
0.48994228,0.47025272,0.12620978,0.08580091,0.13100564,0.2759571,0.0,0.29738346,0.20834626,0.83449,0.862942,0.7404693,0.47855124,0.17664419,0.15492307,Low,0
0.12045255,0.1918814,0.12840998,0.22673671,0.33278525,0.30481425,0.0,0.22382815,0.18109243,0.606002,0.8155432,0.7979871,0.20873536,0.28282383,0.2406271,Low,0
0.096984215,0.09965999,0.06054196,0.49728143,0.12550993,0.24579749,0.0,0.41390198,0.04589884,0.7900466,0.7408019,0.8334611,0.20423613,0.41791412,0.40745768,Low,0
0.06851231,0.15771534,0.2835391,0.16821307,0.27182224,0.39323217,1.0,0.0,0.25497583,0.76699173,0.5624341,0.8871608,0.4580443,0.3870342,0.36269495,Low,0
0.13781756,0.1754275,0.08924821,0.17654112,0.10561208,0.69025755,0.0,0.5345693,0.3772306,0.88834023,0.6980574,0.79595745,0.1315488,0.32991323,0.37786093,Low,0
0.0,0.2784917,0.3161696,0.18216412,0.1904826,0.24192786,0.0,0.16656597,0.09175994,0.42665228,0.93370974,0.45623437,0.29814917,0.4324653,0.032733925,Low,0
0.21874401,0.25981668,0.14658974,0.14622453,0.13228256,0.17865232,0.0,3.2614043e-05,0.50906813,0.74828434,0.9851966,0.7341234,0.06411749,0.09096483,0.39521158,Low,0
0.13079704,0.36569116,0.018914297,0.27741182,0.5634891,0.13917883,1.0,0.14772591,0.34562442,0.87982017,0.96440244,0.66794026,0.144255,0.25979823,0.38621116,Low,0
0.099395,0.06328052,0.47412044,0.30793408,0.0,0.2543784,1.0,0.23720437,0.018000435,0.76856667,0.9511675,0.93354785,0.36701068,0.17915365,-0.05737702,Low,0
0.18562113,0.3596084,0.2562078,0.04369251,0.23989344,0.2724171,0.0,0.23074281,0.4442934,0.50387233,0.9382914,0.80469465,0.2820189,0.12460141,0.5755509,Low,0
0.30097625,0.20028669,0.14483552,0.23074172,0.22734727,0.18904248,0.0,0.24381407,0.53831965,0.80565476,0.8267334,0.72482723,0.28545758,0.16117369,0.26334608,Low,0
0.27973884,0.3715199,0.4900935,0.24339339,0.18940173,0.24515359,1.0,0.2189901,0.3771464,0.87401205,0.92104447,0.8089378,0.13170522,0.15758896,0.48957172,Low,0
0.11682333,0.07673907,0.08373014,0.2773438,0.084363945,0.71854526,0.0,0.7113894,0.20531061,0.7427017,0.6735435,0.8805103,0.42170343,0.20540375,0.3076549,Low,0
0.11947216,0.35410738,0.7280369,0.05397904,0.02946367,0.11896195,0.0,0.3627379,0.5599725,0.7772645,0.82513124,0.728457,0.56668574,0.36642513,0.114116244,Low,0
0.14104146,0.110461414,0.24829872,0.11532635,0.29750162,0.19641246,0.0,0.123114355,0.1252898,0.8537614,0.537858,0.6439254,0.060957085,0.13350403,0.14438447,Low,0
0.08275462,0.1338192,0.5178056,0.42383367,0.16014501,0.2020548,0.0,0.27418035,0.18752065,0.85924035,0.85488683,0.78370196,0.09717479,0.18160234,-0.006659695,Low,0
0.19854517,0.134578,0.4999179,0.23324214,0.105690055,0.37776685,1.0,0.12555164,0.27516794,0.82154405,0.8887121,0.81074274,0.029527888,0.5059202,-0.2448505,Low,0
0.2588018,0.4637973,0.291273,0.10946821,0.6187214,0.019532464,1.0,0.17570907,0.31236625,0.7906044,0.7316685,0.850002,0.45572647,0.058414686,-0.19297114,Low,0
0.06321512,0.3096506,0.13157034,0.16676898,0.09593656,0.45357895,1.0,0.31197143,0.33237612,0.9566348,0.77034056,0.70858204,0.0,0.17015047,0.20842776,Low,0
0.27330822,0.2799079,0.087484755,0.36591282,0.2580491,0.24150507,0.0,0.22588782,0.30827296,0.7194897,0.8823838,0.7648189,0.31475565,0.29409203,0.30537498,Low,0
0.124496035,0.22674525,0.15282659,0.21723244,0.32963276,0.23905152,1.0,0.40286916,0.39767998,0.6181766,0.34488216,0.7228289,0.28934032,0.524813,0.5184593,Low,0
0.16147216,0.18480042,0.026930077,0.20807296,0.18698569,0.37654236,0.0,0.80493146,0.41962507,0.51997626,0.72277355,0.96190673,0.051290642,0.3132794,0.5340221,Low,0
0.20253247,0.68731403,0.31138062,0.19716756,0.26698723,0.3274546,1.0,0.28791422,0.08783732,0.7184809,0.90830857,0.65387887,0.12797683,0.17756493,0.3537875,Low,0
0.22598447,0.3391445,0.1597333,0.16195372,0.27875015,0.31446344,0.0,0.32202876,0.07074292,0.5947641,0.6954262,0.87463623,0.39573708,0.057016235,0.023872424,Low,0
0.2046193,0.1391255,0.057924666,0.31631994,0.2628048,0.19044717,0.0,0.10682674,0.0,0.74228156,0.87723637,0.77612853,0.6300965,0.40840784,-0.052119996,Low,0
0.12083232,0.058674864,0.29349685,0.08359169,0.28910503,0.29117543,1.0,0.63809365,0.20170248,0.87263656,0.8670652,0.90862596,0.105702214,0.17418693,0.24786298,Low,0
0.2607001,0.3084098,0.0,0.013352353,0.28948545,0.21273522,0.0,0.18984021,0.31054312,0.9555744,0.8049333,0.7063748,0.23499878,0.12628125,0.059717238,Low,0
0.23706062,0.014786704,0.07255946,0.23553541,0.042665266,0.24381123,0.0,0.15021701,0.17802785,0.8822846,0.73455215,0.8144219,0.21399584,0.05119755,0.40566564,Low,0
0.044173926,0.3307677,0.5648312,0.15782708,0.43417755,0.19412233,0.0,0.0113056805,0.33353308,0.9014372,0.6821744,0.856744,0.55443573,0.33862323,0.702046,Low,0
0.50387496,0.12517379,0.371018,0.3037143,0.29651555,0.1280759,0.0,0.28368872,0.3163012,0.794657,0.8144057,0.68671745,0.3466626,0.12689838,0.32253447,Low,0
0.21315967,0.1350053,0.25752926,0.10754902,0.44739586,0.19021384,0.0,0.3287227,0.32478672,0.5320506,0.64024365,0.8816981,0.2660269,0.2234116,0.3741456,Low,0
0.21326332,0.05028463,0.28074446,0.18118684,0.3195973,0.025340699,0.0,0.3041201,0.19980901,0.91990834,0.8263907,0.67490244,0.39180025,0.013262365,0.27974117,Low,0
0.22472312,0.18524143,0.124875076,0.40309712,0.1425426,0.32857537,0.0,0.24877481,0.12649322,0.48234478,0.941391,0.84214497,0.08236869,0.3023962,-0.11578412,Low,0
0.43260592,0.006427261,0.24300483,0.23341283,0.30387688,0.16595264,1.0,0.0726492,0.53049165,0.9922672,0.72806025,0.8328558,0.060202215,0.20084713,0.23644885,Low,0
0.28965247,0.40460932,0.20903742,0.27410725,0.19844918,0.08777427,0.0,0.17341356,0.099122874,0.61014026,0.99177176,0.82447684,0.67615026,0.5134496,0.0006232028,Low,0
0.16552731,0.12257576,0.15853074,0.05209944,0.155443,0.08400939,0.0,0.14828423,0.2669251,0.7563877,0.96441764,0.9737469,0.021289358,0.16916324,-0.094152376,Low,0
0.09258699,0.08154536,0.2896666,0.048930336,0.107420444,0.356383,0.0,0.3004329,0.13752493,0.7317627,0.71520543,0.8420386,0.22358906,0.27261326,0.25710058,Low,0
0.10769256,0.060191993,0.39544693,0.22018352,0.22644104,0.14056882,0.0,0.21280654,0.19705026,0.82104033,0.9223904,0.62560725,0.6706423,0.2712013,0.02417256,Low,0
0.23126855,0.5307033,0.03064748,0.41638467,0.31920245,0.22109212,1.0,0.17229536,0.17718747,0.86807024,0.7857146,0.7282156,0.08375278,0.11012421,0.5578572,Low,0
0.21531399,0.3838937,0.06597476,0.10919735,0.31583223,0.051781807,0.0,0.29227814,0.3116149,0.7602841,0.5937668,0.54079914,0.17710553,0.14764315,0.2950889,Low,0
0.046758775,0.08240573,0.037261147,0.41056606,0.7082091,0.13143569,0.0,0.37836957,0.02694994,0.56986326,0.7985793,0.41797382,0.07578807,0.13594514,0.24722777,Low,0
0.24923122,0.2374942,0.32939684,0.41114834,0.30867895,0.09310311,0.0,0.2619181,0.26469812,0.6703095,0.7457839,0.6740895,0.26810706,0.31411546,0.17546512,Low,0
0.26689827,0.08895112,0.19361813,0.14383467,0.06169813,0.20436716,1.0,0.2208467,0.30767474,0.66615444,0.83934367,0.8117838,0.14876603,0.17972644,0.48243877,Low,0
0.18184215,0.17537853,0.37332228,0.19699574,0.29211834,0.07594883,1.0,0.14994042,0.17693934,0.7907469,0.55207473,0.80812687,0.4997722,0.40408063,0.20226385,Low,0
0.93665165,0.26725522,0.21295129,0.10896465,0.33642685,0.3634628,1.0,0.16944385,0.023317773,0.62558115,0.96205056,0.709864,0.27857697,0.16743991,-0.1733937,Low,0
0.0,0.07575449,0.574224,0.14763516,0.22877881,0.31342497,1.0,0.14794266,0.27706748,0.8920796,0.8249943,0.5555054,0.0,0.18676792,0.33927846,Low,0
0.041834142,0.23867987,0.06545243,0.3266885,0.05400008,0.14126793,1.0,0.23149805,0.09561619,0.66055554,0.72669214,0.82503295,0.4591997,0.35634533,0.30492738,Low,0
0.3452325,0.12247542,0.13382481,0.36054108,0.24487,0.17103569,0.0,0.26429725,0.061167657,0.70310724,0.8021833,0.7726799,0.2295982,0.4076577,-0.12144311,Low,0
0.90512836,0.1014508,0.14835954,0.38687468,0.21584357,0.3129478,0.0,0.42148015,0.14524968,0.7547994,0.7770365,0.8609318,0.20434728,0.47359195,0.13855094,Low,0
0.38887623,0.020723438,0.15073939,0.1847493,0.1914202,0.052407276,0.0,0.16714382,0.24770182,0.58995366,0.9394221,0.80107814,0.28781396,0.16163354,0.15753493,Low,0
0.37506476,0.564492,0.5009198,0.24816838,0.052883588,0.28731534,0.0,0.24111933,0.0,0.8227768,0.71510375,0.57463604,0.5852519,0.0,0.5896055,Low,0
0.2610841,0.30049264,0.03189153,0.20611179,0.13218056,0.07767196,0.0,0.3770629,0.14770016,0.86694205,0.76187515,0.7265347,0.067174494,0.31725964,0.09400492,Low,0
0.43298465,0.95247996,0.2492395,0.07369783,0.21801451,0.26083836,0.0,0.28607386,0.117895275,0.5561219,0.75049984,0.67269593,0.43443906,0.36013132,0.22204113,Low,0
0.26517227,0.4023476,0.12595198,0.2240976,0.27475584,0.5353655,1.0,0.27215642,0.38026083,0.81834877,0.872119,0.6934187,0.2942415,0.091137975,0.13548897,Low,0
0.13711733,0.07699005,0.15971531,0.07989118,0.47013324,0.24597861,1.0,0.26183704,0.2953257,0.409286,0.8174344,0.5548797,0.039189164,0.0,0.14986342,Low,0
0.15188903,0.09442341,0.5794905,0.03255997,0.38622618,0.5012305,0.0,0.19196996,0.2850353,0.7943757,0.8237302,0.80488753,0.1120456,0.30286923,0.33433133,Low,0
0.071516715,0.27372012,0.042043418,0.09085511,0.24832638,0.26502424,1.0,0.20501448,0.25810778,0.6319906,0.77401996,0.64868116,0.83219314,0.27844122,0.23543586,Low,0
0.1842915,0.26780236,0.28869617,0.196045,0.0891702,0.17185709,1.0,0.2185321,0.12912959,0.76333964,0.58623207,0.875926,0.2522881,0.4572683,-0.1538432,Low,0
0.5809621,0.11339706,0.10907402,0.0984331,0.13537419,0.74334824,1.0,0.21477611,0.29364845,0.95959014,0.5237061,0.7268962,0.27717054,0.17328125,0.22036588,Low,0
0.22191125,0.10494835,0.010234115,0.23341031,0.097968586,0.36679626,0.0,0.30368513,0.20453554,0.8352421,0.7725535,0.7021315,0.31919298,0.45322362,0.00337683,Low,0
0.11881416,0.566039,0.15509832,0.19953899,0.19096436,0.25924492,0.0,0.28380498,0.22032969,0.43890014,0.72841316,0.6688597,0.2700501,0.18263556,-0.15105797,Low,0
0.29077798,0.32614234,0.53195554,0.37472156,0.16336496,0.19739918,0.0,0.15029295,0.08603157,0.8326596,0.95701015,0.5159054,0.18370356,0.24279213,0.22034413,Low,0
0.4271183,0.50782216,0.22768848,0.2812985,0.16249311,0.6190247,0.0,0.16547233,0.31016967,0.9398982,0.71951056,0.6839538,0.19471943,0.30578914,0.40522462,Low,0
0.5187234,0.32921845,0.2045956,0.26763833,0.05529445,0.058523715,0.0,0.20449604,0.35972938,0.7598684,0.7748331,0.36602533,0.38553026,0.21332693,0.25948104,Low,0
0.15767884,0.5396418,0.10916503,0.2128757,0.42040566,0.29025158,0.0,0.12117961,0.24777488,0.5374126,0.63435847,0.8988896,0.38960177,0.4672484,-0.20356257,Low,0
0.0894054,0.17807034,0.30197176,0.25617105,0.30179125,0.15910777,1.0,0.0,0.17267188,0.90936744,0.8519774,0.7779594,0.4168521,0.07513516,0.28613305,Low,0
0.111058384,0.15505415,0.19574863,0.004888124,0.034808207,0.2468584,0.0,0.35142162,0.1785073,0.6967713,0.90779436,0.6944107,0.0,0.1336136,0.46789452,Low,0
0.18287387,0.1537067,0.09563815,0.35184607,0.0,0.21596956,1.0,0.30206814,0.07554667,0.85647917,0.8390635,0.56687045,0.12986445,0.15170835,0.16003408,Low,0
0.6216426,0.3066973,0.37024787,0.06642424,0.25427714,0.0717172,0.0,0.34976295,0.31711185,0.5692249,0.7741996,0.8950072,0.20427048,0.34163225,0.27231044,Low,0
0.29123348,0.056659903,0.3380869,0.07702917,0.03680416,0.28297323,0.0,0.116704054,0.065195166,0.6744872,0.9618351,0.9456335,0.30977628,0.17683339,0.07793868,Low,0
0.20293942,0.062311463,0.076366775,0.04997437,0.24694075,0.29143167,1.0,0.3361614,0.36521843,0.97580093,0.7471828,0.3615998,0.5544151,0.40968883,-0.045543812,Low,0
0.24595031,0.15816721,0.24971968,0.21948574,0.2524581,0.058137655,0.0,0.07021719,0.14841582,0.7775026,0.7638716,0.7641682,0.31759378,0.25519815,0.14645173,Low,0
0.219935,0.28099972,0.4749401,0.22403844,0.44551414,0.29282418,0.0,0.24175765,0.0,0.84708357,0.85168695,0.86102813,0.5562862,0.1634985,-0.17011061,Low,0
0.16109616,0.15120244,0.07973119,0.21860214,0.33409205,0.24547629,1.0,0.43024144,0.434693,0.5791979,0.9078143,0.8005386,0.18626642,0.15103252,-0.029198334,Low,0
0.3473437,0.5209134,0.34059185,0.7443615,0.28070107,0.10255215,1.0,0.18369508,0.14967087,0.7769827,0.7267938,0.7824802,0.24738225,0.26350912,0.68262833,Low,0
0.2474428,0.13752465,0.2496083,0.49151137,0.4287358,0.12140866,1.0,0.050329156,0.09450948,0.91427,0.76339144,0.8802744,0.18448478,0.21488866,0.36524925,Low,0
0.27468598,0.3959865,0.06781924,0.034349345,0.013588713,0.0,1.0,0.1878329,0.12794875,0.64151543,0.88724256,0.642349,0.19203484,0.080791675,0.632763,Low,0
0.28292337,0.14320402,0.34395778,0.31761983,0.38231704,0.28593016,0.0,0.049250074,0.26830712,0.6218481,0.5722473,0.7084152,0.23036645,0.2561565,0.19533437,Low,0
0.24745935,0.1812794,0.24359989,0.25953418,0.061141,0.39290887,1.0,0.18190771,0.41845945,0.74825114,0.9966662,0.85653895,0.30005717,0.2744121,0.3342049,Low,0
0.43751475,0.31070858,0.2659259,0.4620396,0.4517286,0.06716723,0.0,0.10636781,0.11610423,0.6839542,0.97181237,0.6873191,0.16963917,0.08100103,0.14590773,Low,0
0.20558539,0.17232914,0.26546267,0.18811652,0.1904243,0.10816399,0.0,0.28054735,0.23275383,0.8877619,0.92381924,0.43603605,0.38878158,0.28991243,-0.1789343,Low,0
0.0943883,0.07602904,0.058826797,0.10087895,0.20302215,0.20233248,0.0,0.07835398,0.13640898,0.8180147,0.945113,0.7645697,0.34157073,0.10563811,0.8551644,Low,0
0.07262098,0.11249642,0.008970729,0.69666874,0.00097108824,0.17408887,1.0,0.08829456,0.035825968,0.9642079,0.43918037,0.5779051,0.1652689,0.3405938,0.25733155,Low,0
0.04518829,0.28465176,0.23006171,0.07026583,0.45654428,0.10222197,1.0,0.038644888,0.13921532,0.88935745,0.721819,0.4766028,0.0018597365,0.46999183,0.61180353,Low,0
0.47207004,0.48785934,0.02753751,0.32919267,0.36682582,0.4087992,1.0,0.08685158,0.31781128,0.8949212,0.7319341,0.60058904,0.35587734,0.15455234,0.2131727,Low,0
0.25679857,0.23209222,0.16099605,0.56623536,0.23699188,0.17140055,0.0,0.20568837,0.36774528,0.8259526,0.66909814,0.76458645,0.29510126,0.100573376,-0.22409137,Low,0
0.050388165,0.19255906,0.5918209,0.4242512,0.33206204,0.22151737,0.0,0.15066002,0.31640923,0.562927,0.8396906,0.6980812,0.49272275,0.064751714,0.30887532,Low,0
0.17290014,0.22261846,0.4114122,0.51625735,0.28612694,0.14580591,0.0,0.24332215,0.08402774,0.82503647,0.68883026,0.64209294,0.3462841,0.10478132,0.3043568,Low,0
0.13891128,0.3144853,0.3322907,0.106293194,0.12365769,0.14938499,0.0,0.218875,0.21657947,0.50802,0.7084726,0.88746846,0.38761884,0.14377414,0.4748899,Low,0
0.18765105,0.09581468,0.24064344,0.4580938,0.2860177,0.14027733,0.0,0.02852667,0.3224019,0.8962496,0.9668807,0.8731326,0.5305354,0.21669821,0.4438477,Low,0
0.020248719,0.4263193,0.17218095,0.38496104,0.28672302,0.34073678,0.0,0.30086276,0.21255457,1.0,0.7887892,0.8193684,0.122902766,0.16467911,0.46088707,Low,0
0.33450603,0.14342284,0.13675499,0.35394597,0.1458323,0.43616727,0.0,0.21310574,0.25123453,0.45089966,0.84968656,0.8502776,0.11836701,0.16185969,0.07217761,Low,0
0.25400817,0.09675337,0.19395937,0.25109315,0.33255225,0.3187109,0.0,0.0,0.37305814,0.7083722,0.61140555,0.90439117,0.030256929,0.13660179,0.17046298,Low,0
0.27142012,0.2359224,0.27405754,0.046354264,0.13624021,0.03333988,1.0,0.26421404,0.1937968,0.88449275,0.5413153,0.23148265,0.3720515,0.06702815,0.47644094,Low,0
0.10927733,0.31557754,0.24641326,0.42319697,0.1670716,0.27718377,1.0,0.20101076,0.43720135,0.803098,0.7622832,0.527211,0.42150596,0.09096039,0.081462145,Low,0
0.3434578,0.16858989,0.18388912,0.057335906,0.41186938,0.08775363,0.0,0.29171187,0.0052148155,0.9385764,0.8124581,0.8148109,0.36024296,0.17984155,0.18273756,Low,0
0.30696702,0.21118414,0.4774388,0.2816909,0.32507193,0.09412733,0.0,0.27665806,0.25660157,0.61308,0.8262006,0.5821194,0.21967323,0.049795266,0.35731855,Low,0
0.17780845,0.25229645,0.24059877,0.114035256,0.2355313,0.19729063,0.0,0.12911189,0.28201658,0.90101194,0.80148906,0.6447636,0.20979065,0.05883828,0.45946044,Low,0
0.16665007,0.057157207,0.15261114,0.15610434,0.0,0.088638864,0.0,0.31268427,0.2155906,0.81969684,0.6789139,0.73575425,0.27429795,0.31990063,-0.13276258,Low,0
0.3704517,0.25377703,0.4985229,0.09391822,0.0,0.317741,0.0,0.17064779,0.38834321,0.7336993,0.8450868,0.90219223,0.48796263,0.21783628,0.18758273,Low,0
0.21315648,0.047701053,0.49344984,0.20258489,0.31504014,0.29911992,1.0,0.824071,0.19691974,0.70047444,0.4683256,0.7015274,0.22533125,0.014637195,0.6253096,Low,0
0.45142722,0.25118077,0.13311386,0.36576468,0.010824266,0.098220855,1.0,0.281903,0.3130964,0.5725793,0.43737215,0.36940762,0.0,0.1260326,-0.23026635,Low,0
0.5839858,0.087708384,0.1886557,0.14574888,0.22299114,0.27686203,0.0,0.17570971,0.12889773,0.7963869,0.7749844,0.7277673,0.12228149,0.040223632,-0.030044701,Low,0
0.34786722,0.18932463,0.097609885,0.18865249,0.09351348,0.20846184,0.0,0.043390308,0.3026791,0.80388325,0.7097538,0.93594533,0.18192527,0.007596439,0.38663247,Low,0
0.24564639,0.18183416,0.06787209,0.040278357,0.16783473,0.17327659,0.0,0.091776066,0.40019518,0.5685001,0.91934514,0.9688604,0.31059217,0.053006403,0.5520894,Low,0
0.09953364,0.17555282,0.30696237,0.0229257,0.113124214,0.27286813,1.0,0.22036268,0.2612081,0.54212743,0.6283405,0.7737471,0.52016157,0.33296895,0.4696824,Low,0
0.13524464,0.23665957,0.12375464,0.66127837,0.42808488,0.094717756,0.0,0.04108719,0.20412187,0.8423994,0.9304141,0.54224354,0.36978313,0.1714637,0.30124903,Low,0
0.026710633,0.17012636,0.492935,0.1062041,0.24407093,0.40348616,0.0,0.007760438,0.17467305,0.92294806,0.5944923,0.570108,0.6201646,0.19942686,0.13286659,Low,0
0.23053712,0.16537656,0.1464765,0.039724536,0.37637722,0.26415476,0.0,0.120297834,0.26356658,0.7478561,0.5530577,0.7700423,0.098248556,0.29415485,0.29480255,Low,0
0.1746902,0.04678388,0.28187954,0.18572894,0.14632191,0.06205358,1.0,0.12379183,0.49852735,0.5946474,0.9142446,0.6349327,0.2906881,0.2854502,0.25534996,Low,0
0.16588105,0.4436498,0.23934548,0.2014173,0.24221149,0.086591996,1.0,0.07793354,0.40081805,0.8866294,0.885269,0.67143905,0.1430759,0.34290174,0.031280365,Low,0
0.4220695,0.2719735,0.23768446,0.23540063,0.07744158,0.24952348,1.0,0.11117269,0.04470252,0.8570816,0.69732493,0.62525403,0.26806355,0.27553523,0.15773453,Low,0
0.06440088,0.83473474,0.39657137,0.26358253,0.109416716,0.14579633,0.0,0.109332874,0.18032698,0.68862844,0.7295626,0.5435879,0.2943132,0.11537957,0.21566284,Low,0
0.3987276,0.33508068,0.24842493,0.12352146,0.2789935,0.100510515,0.0,0.27949056,0.5131451,0.9130213,0.4354497,0.8848885,0.5243573,0.096083105,0.65935826,Low,0
0.35105705,0.86016315,0.48973382,0.20966586,0.096919626,0.34658834,1.0,0.089222506,0.31576702,0.92619175,0.66485566,0.6544361,0.19031788,0.38585237,0.72960746,Low,0
0.08818495,0.34638017,0.08685529,0.32231143,0.043392878,0.25611556,0.0,0.051078234,0.44165683,0.7676389,0.6828943,0.9613027,0.55593395,0.24532257,0.5348509,Low,0
0.6091224,0.35417202,0.2617417,0.16489908,0.052114476,0.4186085,0.0,0.5029491,0.14025782,0.8208235,0.8491353,0.9255907,0.33124587,0.24149054,0.19053742,Low,0
0.39078164,0.14714104,0.53768504,0.42395467,0.0,0.2858226,0.0,0.29954275,0.148739,0.8732084,0.3546296,0.68214196,0.13315687,0.2412243,0.24215578,Low,0
0.09057643,0.058261283,0.42310947,0.26705262,0.24952462,0.36722228,0.0,0.06929714,0.2053205,0.7964972,0.9181254,0.6168846,0.26745665,0.21984546,0.07039977,Low,0
0.046226196,0.76064485,0.10132726,0.06549926,0.26022974,0.13902313,0.0,0.24772364,0.21957003,0.9701085,0.8437134,0.7715986,0.10532674,0.18617222,0.27465597,Low,0
0.18417425,0.19099438,0.39724946,0.2767013,0.24012636,0.09354257,0.0,0.12230109,0.053233538,0.8070756,0.91423005,0.9128516,0.34733623,0.48367023,0.61754584,Low,0
0.36711985,0.26133743,0.2546314,0.15890415,0.36443955,0.14457898,1.0,0.4770953,0.11126993,0.52385646,0.77210546,0.573629,0.37199235,0.16439044,0.28456494,Low,0
0.39807415,0.16490947,0.1626586,0.26772836,0.56937695,0.057003587,0.0,0.23517965,0.38610128,0.725835,0.52151185,0.66950047,0.28157893,0.14748889,-0.24780181,Low,0
0.04362866,0.19101804,0.019827122,0.20801282,0.27253082,0.19279958,1.0,0.16868475,0.3593712,0.74194276,0.7586727,0.4896462,0.94089955,0.157297,-0.1599545,Low,0
0.35184792,0.16521664,0.12910579,0.35513455,0.42533848,0.29959002,1.0,0.23477922,0.1235705,0.7114789,0.84190416,0.46240214,0.3114834,0.1463292,-0.373887,Low,0
0.12935202,0.22598098,0.3893365,0.41428542,0.20407307,0.4710528,0.0,0.28193867,0.4316128,0.8395574,0.82877135,0.6767117,0.21531662,0.095912404,0.10350859,Low,0
